Group,Subgroup,Emoji,Title,DescribedBy,URL,Description,Codepoints Hex
travel_and_places,Maps & Geography,🏖️,Beach with Umbrella,beach-with-umbrella,/beach-with-umbrella,"A beach showing sand, and an umbrella for protection from the sun . This emoji tends to spike in popularity during the summer months.","U+1F3D6,U+FE0F"
travel_and_places,Maps & Geography,🏜️,Desert,desert,/desert,A dry sand-covered desert. Generally depicted via a cactus and a large rock formation. Often also features a depiction of a blistering sun .,"U+1F3DC,U+FE0F"
travel_and_places,Maps & Geography,🏝️,Desert Island,desert-island,/desert-island,"A small sand-covered island with a central palm tree . Occasionally also features a coconut or two. During the summer of 2024 this emoji became associated with then-Vice President of the Untied States Kamala Harris, referencing a viral clip of a speech made in May 2023 where she stated: ""You think you just fell out of a coconut tree? You exist in the context of all in which you live and what came before you.”","U+1F3DD,U+FE0F"
travel_and_places,Maps & Geography,🏞️,National Park,national-park,/national-park,"A national park, generally displayed with mountains , a river or stream, and trees .","U+1F3DE,U+FE0F"
travel_and_places,Buildings & Places,🏟️,Stadium,stadium,/stadium,"A large capacity stadium, featuring a large amount of seating for sporting fans, or people attending other shows hosted by the stadium.","U+1F3DF,U+FE0F"
travel_and_places,Buildings & Places,🏛️,Classical Building,classical-building,/classical-building,"A building shown with columns in a classical style, sometimes used to represent a courthouse, town hall, post office or stock exchange.","U+1F3DB,U+FE0F"
travel_and_places,Buildings & Places,🏗️,Building Construction,building-construction,/building-construction,A construction site generally depicted as a tower crane shown lifting steel or other building materials.,"U+1F3D7,U+FE0F"
travel_and_places,Buildings & Places,🧱,Brick,brick,/brick,"A red brick or bricks. Depicted in a loose stack, a single object with holes, or as built into wall, as of a house , school , or other structure. Commonly used for various content concerning building and construction. May also be used for figurative bricks, e.g., slang brick , “extremely cold (weather).”",U+1F9F1
travel_and_places,Buildings & Places,🛖,Hut,hut,/hut,"A round hut with a thatched roof. Used to talk about huts, cottages, yurts, or homes in general.",U+1F6D6
travel_and_places,Buildings & Places,🏘️,Houses,houses,/houses,Multiple houses.,"U+1F3D8,U+FE0F"
travel_and_places,Buildings & Places,🏠,House,house,/house,"A house, otherwise known as a home when someone is living in it. Suitable for a couple or larger family, other perhaps housemates. Distinct from an apartment building due to its detached form, this house is likely in the suburbs of a city or a rural area.",U+1F3E0
travel_and_places,Buildings & Places,🏡,House with Garden,house-with-garden,/house-with-garden,"A suburban-looking house, with a tree, flower, or shrubs around it in the garden.",U+1F3E1
travel_and_places,Buildings & Places,🏢,Office Building,office-building,/office-building,"A generic, high-rise office building. Generally found in cities, and most active during business hours. The office building shown in Twemoji 2.0 is of Twitter HQ in San Fransisco.",U+1F3E2
travel_and_places,Buildings & Places,🏣,Japanese Post Office,japanese-post-office,/japanese-post-office,"A Japanese post office, featuring the 〒 Japanese postal mark on the front of the building. Microsoft's design previously displayed this mark on its own instead of being featured on the building.",U+1F3E3
travel_and_places,Buildings & Places,🏤,Post Office,post-office,/post-office,"A European-style post office. A postal horn can be seen on the front, which is commonly found in the logos of European Postal Services .",U+1F3E4
travel_and_places,Buildings & Places,🏥,Hospital,hospital,/hospital,"A place where people are taken to receive medical care. This hospital has a large red cross on the front, often used as a symbol for health care.",U+1F3E5
travel_and_places,Buildings & Places,🏦,Bank,bank,/bank,"A retail bank branch, where people can perform money -related tasks. Also a common location to find an ATM . This emoji came to also mean ""slacking off"" or evading responsibility in Japan, due to the BK letters being associated with the slang term bakkureru .",U+1F3E6
travel_and_places,Buildings & Places,🏨,Hotel,hotel,/hotel,"A hotel building, displayed on most platforms as a building with many windows and a letter H on the front. Can be easily confused with the Love Hotel , or Hospital emoji. Microsoft previously depicted this emoji as a bed.",U+1F3E8
travel_and_places,Buildings & Places,🏩,Love Hotel,love-hotel,/love-hotel,A love hotel is a hotel that can be hired by the hour instead of as accommodation for the evening. Sometimes mistaken for a get well soon emoji due to the similarity in appearance to the hospital . The Microsoft version of this emoji previously displaying a bed with a heart above it .,U+1F3E9
travel_and_places,Buildings & Places,🏪,Convenience Store,convenience-store,/convenience-store,"A shop that is generally open for longer hours than a regular supermarket, sometimes 24 hours per day. Sells a range of goods from snacks, meals, hygiene products and household items.",U+1F3EA
travel_and_places,Buildings & Places,🏫,School,school,/school,"A school building with multiple storeys, and a clock on the front. A place that children or teenagers attend for their education. This emoji tends to spike in use in September when many Northern Hemisphere countries' schools reopen after their summer holidays. Previously displayed on Windows as a collection of school-related items: an apple , ruler , and pencil .",U+1F3EB
travel_and_places,Buildings & Places,🏬,Department Store,department-store,/department-store,"A large department store, selling a range of products to the general public. Shown as a large building with a billboard. Previously shown as a shopping bag on Windows .",U+1F3EC
travel_and_places,Buildings & Places,🏭,Factory,factory,/factory,"An industrial factory, with flue-gas stacks releasing exhaust into the air.",U+1F3ED
travel_and_places,Buildings & Places,🏯,Japanese Castle,japanese-castle,/japanese-castle,"A traditional Japanese Castle (城, shiro or jō), usually made from stone and wood.",U+1F3EF
travel_and_places,Buildings & Places,🏰,Castle,castle,/castle,"A castle, in a style that can be found in France and other parts of Europe .",U+1F3F0
travel_and_places,Buildings & Places,💒,Wedding,wedding,/wedding,"An emoji to depict a wedding, displayed by most vendors as a Christian church and love hearts . Some platforms display a cross or bell on the building.",U+1F492
travel_and_places,Buildings & Places,🗼,Tokyo Tower,tokyo-tower,/tokyo-tower,"The Tokyo Tower is the second-tallest building in Japan, located in Minato, Tokyo. Built in 1957, the design of the Tokyo Tower  was inspired by the Eiffel Tower in Paris, France and may be confused for it due to the small size of the emoji. A previous Samsung design also added to this confusion as it was colored grey instead of red and white.",U+1F5FC
travel_and_places,Buildings & Places,🗽,Statue of Liberty,statue-of-liberty,/statue-of-liberty,"The Statue of Liberty , often used as a depiction of New York City . Due to its initial inclusion in an early Japanese emoji set , it is possible that this emoji was originally intended to represent the recreation of the Statue of Liberty located on the Odaiba island in Tokyo Bay.",U+1F5FD
travel_and_places,Buildings & Places,⛪,Church,church,/church,"A church building, generally associated with Christian denominations. In addition quiet prayer , churches hold regular worship services, weddings , baptisms and funerals.",U+26EA
travel_and_places,Buildings & Places,🕌,Mosque,mosque,/mosque,"A mosque building, a place of worship for followers of Islam . Shown with a domed roof and a minaret .",U+1F54C
travel_and_places,Buildings & Places,🛕,Hindu Temple,hindu-temple,/hindu-temple,"A Hindu temple or mandir; a place of worship for followers of Hinduism. Depicted on most platforms as a red, orange, or golden building with a tall spire.",U+1F6D5
travel_and_places,Buildings & Places,🕍,Synagogue,synagogue,/synagogue,A synague; a place of worship for followers of Judaism. Displayed with a Star of David on the front.,U+1F54D
travel_and_places,Buildings & Places,⛩️,Shinto Shrine,shinto-shrine,/shinto-shrine,"A shrine used for the Japanese Shinto religion. This emoji generally displays the torii , which is the gate to the Shinto Shrine. The torii is generally a red colored structure, with a curved roof section above two posts. This icon is used on maps in Japan to represent the location of a Shinto Shrine, similar to how the hot springs emoji is the icon used on Japanese maps to show the location of an onsen.","U+26E9,U+FE0F"
travel_and_places,Buildings & Places,🕋,Kaaba,kaaba,/kaaba,A cube-shaped building located at the centre of the Al-Masjid al-Haram Mosque in Mecca.,U+1F54B
travel_and_places,Buildings & Places,⛲,Fountain,fountain,/fountain,"A water fountain, found in a park or other public space. Used for decorative purposes. A variety of styles of fountain are shown across different platforms.",U+26F2
travel_and_places,Buildings & Places,⛺,Tent,tent,/tent,"A tent, used for protection from wind and rain when camping. Facebook's version of this emoji shows it at night time, under stars, as did previous designs from Apple , Samsung , and Twitter . Microsoft's design does not feature stars, but it does include a crescent moon .",U+26FA
